Time (s from start),LDR Value,Marker
0.308,234,
0.31,233,
0.312,234,
0.314,234,
0.316,233,
0.318,233,
0.32,234,
0.322,233,
0.324,234,
0.326,234,
0.328,233,
0.33,234,
0.332,233,
0.334,233,
0.336,233,
0.338,233,
0.34,233,
0.342,233,
0.344,233,
0.346,233,
0.348,233,
0.35,233,
0.352,233,
0.354,232,
0.356,233,
0.358,232,
0.36,233,
0.362,233,
0.364,233,
0.366,233,
0.368,233,
0.37,232,
0.372,232,
0.374,232,
0.376,231,
0.378,232,
0.38,233,
0.382,233,
0.384,232,
0.386,231,
0.388,233,
0.39,232,
0.392,232,
0.394,232,
0.396,232,
0.398,232,
0.4,232,
0.402,232,
0.404,232,
0.406,232,
0.408,232,
0.41,232,
0.412,232,
0.414,232,
0.416,231,
0.418,232,
0.42,232,
0.422,232,
0.424,233,
0.426,232,
0.428,231,
0.43,232,
0.432,232,
0.434,232,
0.436,231,
0.438,231,
0.44,232,
0.442,232,
0.444,232,
0.446,231,
0.448,232,
0.45,232,
0.452,231,
0.454,231,
0.456,231,
0.458,232,
0.46,232,
0.462,232,
0.464,234,
0.466,232,
0.468,232,
0.47,231,
0.472,232,
0.474,231,
0.476,232,
0.478,231,
0.48,231,
0.482,232,
0.484,232,
0.486,232,
0.488,231,
0.49,231,
0.492,231,
0.494,231,
0.496,231,
0.498,231,
0.5,232,
0.502,231,
0.504,231,
0.506,233,
0.508,231,
0.51,231,
0.512,231,
0.514,231,
0.516,231,
0.518,231,
0.52,232,
0.522,231,
0.524,231,
0.526,232,
0.528,231,
0.53,231,
0.532,231,
0.534,231,
0.536,231,
0.538,231,
0.54,232,
0.542,231,
0.544,231,
0.546,233,
0.548,231,
0.55,231,
0.552,231,
0.554,230,
0.556,231,
0.558,231,
0.56,231,
0.562,231,
0.564,231,
0.566,232,
0.568,231,
0.57,230,
0.572,231,
0.574,231,
0.576,230,
0.578,231,
0.58,231,
0.582,231,
0.584,231,
0.586,231,
0.588,231,
0.59,231,
0.592,230,
0.594,230,
0.596,230,
0.598,231,
0.6,230,
0.602,230,
0.604,231,
0.606,231,
0.608,230,
0.61,231,
0.612,230,
0.614,231,
0.616,230,
0.618,231,
0.62,230,
0.622,231,
0.624,230,
0.626,231,
0.628,231,
0.63,231,
0.632,231,
0.634,230,
0.636,232,
0.638,230,
0.64,231,
0.642,230,
0.644,230,
0.646,230,
0.648,231,
0.65,231,
0.652,231,
0.654,230,
0.656,231,
0.658,231,
0.66,230,
0.662,230,
0.664,231,
0.666,229,
0.668,231,
0.67,230,
0.672,231,
0.674,230,
0.676,230,
0.678,230,
0.68,230,
0.682,230,
0.684,231,
0.686,231,
0.688,231,
0.69,230,
0.692,231,
0.694,230,
0.696,230,
0.698,230,
0.7,231,
0.702,231,
0.704,231,
0.706,231,
0.708,230,
0.71,230,
0.712,230,
0.714,230,
0.716,230,
0.718,230,
0.72,230,
0.722,231,
0.724,230,
0.726,230,
0.728,230,
0.73,230,
0.732,230,
0.734,230,
0.736,230,
0.738,230,
0.74,230,
0.742,230,
0.744,230,
0.746,229,
0.748,230,
0.75,230,
0.752,230,
0.754,230,
0.756,230,
0.758,229,
0.76,230,
0.762,230,
0.764,230,
0.766,229,
0.768,230,
0.77,229,
0.772,230,
0.774,230,
0.776,230,
0.778,230,
0.78,230,
0.782,230,
0.784,230,
0.786,230,
0.788,230,
0.79,230,
0.792,230,
0.794,230,
0.796,230,
0.798,230,
0.8,230,
0.802,230,
0.804,230,
0.806,230,
0.808,230,
0.81,230,
0.812,230,
0.814,230,
0.816,229,
0.818,230,
0.82,230,
0.822,230,
0.824,230,
0.826,229,
0.828,230,
0.83,230,
0.832,230,
0.834,229,
0.836,230,
0.838,229,
0.84,230,
0.842,230,
0.844,230,
0.846,231,
0.848,230,
0.85,230,
0.852,230,
0.854,229,
0.856,230,
0.858,230,
0.86,230,
0.862,230,
0.864,230,
0.866,230,
0.868,230,
0.87,230,
0.872,230,
0.874,230,
0.876,232,
0.878,230,
0.88,230,
0.882,230,
0.884,229,
0.886,229,
0.888,229,
0.89,229,
0.892,230,
0.894,229,
0.896,229,
0.898,230,
0.9,230,
0.902,229,
0.904,230,
0.906,229,
0.908,230,
0.91,230,
0.912,230,
0.914,229,
0.916,230,
0.918,230,
0.92,230,
0.922,230,
0.924,229,
0.926,230,
0.928,229,
0.93,229,
0.932,229,
0.934,229,
0.936,230,
0.938,229,
0.94,230,
0.942,230,
0.944,230,
0.946,230,
0.948,230,
0.95,229,
0.952,230,
0.954,229,
0.956,230,
0.958,229,
0.96,229,
0.962,230,
0.964,230,
0.966,229,
0.968,229,
0.97,230,
0.972,229,
0.974,229,
0.976,228,
0.978,229,
0.98,229,
0.982,229,
0.984,230,
0.986,231,
0.988,230,
0.99,230,
0.992,229,
0.994,229,
0.996,229,
0.998,230,
1.0,229,
1.002,229,
1.004,230,
1.006,229,
1.008,230,
1.01,229,
1.012,229,
1.014,229,
1.016,229,
1.018,230,
1.02,230,
1.022,230,
1.024,230,
1.026,230,
1.028,230,
1.03,229,
1.032,230,
1.034,229,
1.036,230,
1.038,230,
1.04,229,
1.042,229,
1.044,229,
1.046,230,
1.048,229,
1.05,229,
1.052,229,
1.054,230,
1.056,229,
1.058,229,
1.06,229,
1.062,230,
1.064,231,
1.066,231,
1.068,230,
1.07,229,
1.072,229,
1.074,229,
1.076,229,
1.078,229,
1.08,229,
1.082,229,
1.084,229,
1.086,230,
1.088,229,
1.09,229,
1.092,229,
1.094,229,
1.096,228,
1.098,229,
1.1,230,
1.102,229,
1.104,229,
1.106,229,
1.108,229,
1.11,229,
1.112,229,
1.114,228,
1.116,227,
1.118,230,
1.12,229,
1.122,230,
1.124,229,
1.126,229,
1.128,229,
1.13,229,
1.132,230,
1.134,229,
1.136,228,
1.138,229,
1.14,229,
1.142,229,
1.144,230,
1.146,229,
1.148,229,
1.15,229,
1.152,229,
1.154,229,
1.156,229,
1.158,229,
1.16,229,
1.162,228,
1.164,229,
1.166,230,
1.168,229,
1.17,229,
1.172,229,
1.174,228,
1.176,230,
1.178,229,
1.18,229,
1.182,229,
1.184,230,
1.186,230,
1.188,229,
1.19,229,
1.192,229,
1.194,230,
1.196,230,
1.198,229,
1.2,229,
1.202,229,
1.204,229,
1.206,229,
1.208,229,
1.21,229,
1.212,229,
1.214,229,
1.216,228,
1.218,229,
1.22,229,
1.222,229,
1.224,229,
1.226,229,
1.228,229,
1.23,229,
1.232,229,
1.234,229,
1.236,229,
1.238,229,
1.24,229,
1.242,230,
1.244,230,
1.246,230,
1.248,230,
1.25,229,
1.252,229,
1.254,229,
1.256,229,
1.258,229,
1.26,229,
1.262,229,
1.264,230,
1.266,229,
1.268,229,
1.27,228,
1.272,229,
1.274,229,
1.276,230,
1.278,228,
1.28,229,
1.282,229,
1.284,229,
1.286,229,
1.288,229,
1.29,229,
1.292,229,
1.294,229,
1.296,229,
1.298,229,
1.3,229,
1.302,229,
1.304,229,
1.306,229,
1.308,229,
1.31,229,
1.312,229,
1.314,229,
1.316,229,
1.318,230,
1.32,229,
1.322,229,
1.324,229,
1.326,229,
1.328,229,
1.33,228,
1.332,229,
1.334,228,
1.336,229,
1.338,229,
1.34,229,
1.342,229,
1.344,229,
1.346,229,
1.348,229,
1.35,229,
1.352,229,
1.354,229,
1.356,229,
1.358,228,
1.36,229,
1.362,229,
1.364,230,
1.366,230,
1.368,229,
1.37,229,
1.372,228,
1.374,229,
1.376,229,
1.378,229,
1.38,229,
1.382,229,
1.384,230,
1.386,229,
1.388,229,
1.39,229,
1.392,229,
1.394,228,
1.396,229,
1.398,229,
1.4,229,
1.402,229,
1.404,229,
1.406,230,
1.408,229,
1.41,229,
1.412,229,
1.414,228,
1.416,228,
1.418,229,
1.42,229,
1.422,229,
1.424,228,
1.426,228,
1.428,229,
1.43,228,
1.432,228,
1.434,229,
1.436,229,
1.438,229,
1.44,229,
1.442,228,
1.444,229,
1.446,229,
1.448,229,
1.45,228,
1.452,228,
1.454,229,
1.456,229,
1.458,229,
1.46,229,
1.462,230,
1.464,229,
1.466,228,
1.468,229,
1.47,229,
1.472,229,
1.474,229,
1.476,229,
1.478,228,
1.48,229,
1.482,229,
1.484,230,
1.486,228,
1.488,229,
1.49,229,
1.492,228,
1.494,229,
1.496,229,
1.498,229,
1.5,229,
1.502,229,
1.504,230,
1.506,229,
1.508,229,
1.51,229,
1.512,229,
1.514,229,
1.516,229,
1.518,229,
1.52,229,
1.522,229,
1.524,229,
1.526,229,
1.528,230,
1.53,229,
1.532,229,
1.534,229,
1.536,229,
1.538,229,
1.54,229,
1.542,229,
1.544,231,
1.546,229,
1.548,229,
1.55,228,
1.552,229,
1.554,229,
1.556,229,
1.558,229,
1.56,229,
1.562,229,
1.564,229,
1.566,228,
1.568,229,
1.57,229,
1.572,228,
1.574,228,
1.576,229,
1.578,229,
1.58,229,
1.582,229,
1.584,228,
1.586,229,
1.588,229,
1.59,229,
1.592,229,
1.594,228,
1.596,229,
1.598,229,
1.6,229,
1.602,229,
1.604,228,
1.606,229,
1.608,228,
1.61,228,
1.612,229,
1.614,229,
1.616,229,
1.618,229,
1.62,229,
1.622,229,
1.624,229,
1.626,228,
1.628,229,
1.63,228,
1.632,229,
1.634,228,
1.636,229,
1.638,229,
1.64,229,
1.642,229,
1.644,229,
1.646,228,
1.648,229,
1.65,228,
1.652,228,
1.654,228,
1.656,228,
1.658,229,
1.66,228,
1.662,228,
1.664,229,
1.666,228,
1.668,228,
1.67,229,
1.672,229,
1.674,228,
1.676,228,
1.678,229,
1.68,228,
1.682,229,
1.684,229,
1.686,229,
1.688,228,
1.69,229,
1.692,229,
1.694,229,
1.696,228,
1.698,229,
1.7,229,
1.702,229,
1.704,229,
1.706,229,
1.708,229,
1.71,228,
1.712,230,
1.714,228,
1.716,229,
1.718,229,
1.72,229,
1.722,229,
1.724,227,
1.726,228,
1.728,229,
1.73,229,
1.732,229,
1.734,229,
1.736,229,
1.738,229,
1.74,229,
1.742,229,
1.744,229,
1.746,228,
1.748,229,
1.75,229,
1.752,229,
1.754,229,
1.756,228,
1.758,229,
1.76,229,
1.762,229,
1.764,229,
1.766,228,
1.768,228,
1.77,229,
1.772,228,
1.774,228,
1.776,229,
1.778,228,
1.78,229,
1.782,229,
1.784,229,
1.786,229,
1.788,229,
1.79,228,
1.792,228,
1.794,229,
1.796,229,
1.798,229,
1.8,229,
1.802,229,
1.804,228,
1.806,228,
1.808,228,
1.81,228,
1.812,228,
1.814,229,
1.816,226,
1.818,228,
1.82,228,
1.822,229,
1.824,228,
1.826,229,
1.828,228,
1.83,228,
1.832,228,
1.834,228,
1.836,229,
1.838,228,
1.84,228,
1.842,229,
1.844,229,
1.846,229,
1.848,229,
1.85,228,
1.852,228,
1.854,228,
1.856,228,
1.858,229,
1.86,228,
1.862,229,
1.864,229,
1.866,228,
1.868,228,
1.87,229,
1.872,229,
1.874,228,
1.876,228,
1.878,229,
1.88,228,
1.882,229,
1.884,229,
1.886,228,
1.888,228,
1.89,228,
1.892,229,
1.894,228,
1.896,229,
1.898,228,
1.9,228,
1.902,229,
1.904,228,
1.906,229,
1.908,228,
1.91,228,
1.912,228,
1.914,229,
1.916,228,
1.918,228,
1.92,229,
1.922,229,
1.924,229,
1.926,228,
1.928,229,
1.93,228,
1.932,229,
1.934,228,
1.936,229,
1.938,228,
1.94,228,
1.942,228,
1.944,229,
1.946,228,
1.948,228,
1.95,228,
1.952,228,
1.954,228,
1.956,229,
1.958,228,
1.96,229,
1.962,229,
1.964,229,
1.966,228,
1.968,228,
1.97,229,
1.972,229,
1.974,228,
1.976,228,
1.978,228,
1.98,229,
1.982,228,
1.984,229,
1.986,228,
1.988,229,
1.99,229,
1.992,228,
1.994,228,
1.996,228,
1.998,229,
2.0,229,
2.002,228,
2.004,229,
2.006,228,
2.008,228,
2.01,228,
2.012,229,
2.014,228,
2.016,227,
2.018,229,
2.02,228,
2.022,229,
2.024,229,
2.026,228,
2.028,228,
2.03,229,
2.032,229,
2.034,228,
2.036,228,
2.038,228,
2.04,228,
2.042,228,
2.044,229,
2.046,228,
2.048,228,
2.05,228,
2.052,228,
2.054,228,
2.056,228,
2.058,229,
2.06,228,
2.062,229,
2.064,227,
2.066,228,
2.068,229,
2.07,229,
2.072,228,
2.074,228,
2.076,228,
2.078,228,
2.08,228,
2.082,228,
2.084,229,
2.086,228,
2.088,228,
2.09,228,
2.092,228,
2.094,228,
2.096,228,
2.098,228,
2.1,228,
2.102,228,
2.104,229,
2.106,228,
2.108,228,
2.11,228,
2.112,228,
2.114,228,
2.116,229,
2.118,229,
2.12,228,
2.122,229,
2.124,228,
2.126,228,
2.128,229,
2.13,228,
2.132,228,
2.134,228,
2.136,229,
2.138,229,
2.14,228,
2.142,229,
2.144,229,
2.146,229,
2.148,228,
2.15,228,
2.152,228,
2.154,229,
2.156,228,
2.158,228,
2.16,228,
2.162,229,
2.164,229,
2.166,229,
2.168,228,
2.17,228,
2.172,229,
2.174,228,
2.176,229,
2.178,228,
2.18,229,
2.182,229,
2.184,229,
2.186,228,
2.188,228,
2.19,228,
2.192,227,
2.194,228,
2.196,228,
2.198,228,
2.2,228,
2.202,229,
2.204,229,
2.206,228,
2.208,228,
2.21,228,
2.212,228,
2.214,228,
2.216,229,
2.218,228,
2.22,229,
2.222,229,
2.224,228,
2.226,228,
2.228,228,
2.23,228,
2.232,228,
2.234,228,
2.236,229,
2.238,229,
2.24,229,
2.242,228,
2.244,228,
2.246,229,
2.248,228,
2.25,229,
2.252,228,
2.254,229,
2.256,228,
2.258,229,
2.26,228,
2.262,229,
2.264,229,
2.266,228,
2.268,229,
2.27,228,
2.272,228,
2.274,229,
2.276,228,
2.278,229,
2.28,228,
2.282,229,
2.284,229,
2.286,229,
2.288,228,
2.29,228,
2.292,228,
2.294,228,
2.296,229,
2.298,228,
2.3,228,
2.302,229,
2.304,229,
2.306,229,
2.308,228,
2.31,228,
2.312,228,
2.314,229,
2.316,229,
2.318,228,
2.32,228,
2.322,229,
2.324,229,
2.326,229,
2.328,228,
2.33,228,
2.332,228,
2.334,228,
2.336,228,
2.338,228,
2.34,228,
2.342,229,
2.344,228,
2.346,228,
2.348,228,
2.35,229,
2.352,228,
2.354,228,
2.356,228,
2.358,228,
2.36,228,
2.362,228,
2.364,228,
2.366,229,
2.368,229,
2.37,228,
2.372,228,
2.374,227,
2.376,228,
2.378,228,
2.38,228,
2.382,228,
2.384,228,
2.386,228,
2.388,228,
2.39,228,
2.392,228,
2.394,228,
2.396,228,
2.398,228,
2.4,228,
2.402,229,
2.404,229,
2.406,229,
2.408,228,
2.41,228,
2.412,228,
2.414,227,
2.416,228,
2.418,228,
2.42,228,
2.422,229,
2.424,228,
2.426,229,
2.428,228,
2.43,229,
2.432,228,
2.434,228,
2.436,229,
2.438,229,
2.44,228,
2.442,228,
2.444,228,
2.446,228,
2.448,228,
2.45,228,
2.452,228,
2.454,229,
2.456,229,
2.458,228,
2.46,229,
2.462,228,
2.464,228,
2.466,228,
2.468,228,
2.47,228,
2.472,228,
2.474,229,
2.476,228,
2.478,229,
2.48,228,
2.482,229,
2.484,229,
2.486,229,
2.488,228,
2.49,228,
2.492,228,
2.494,229,
2.496,228,
2.498,229,
2.5,228,
2.502,229,
2.504,228,
2.506,228,
2.508,228,
2.51,229,
2.512,228,
2.514,228,
2.516,229,
2.518,228,
2.52,228,
2.522,229,
2.524,229,
2.526,228,
2.528,228,
2.53,228,
2.532,228,
2.534,228,
2.536,228,
2.538,228,
2.54,229,
2.542,229,
2.544,229,
2.546,228,
2.548,228,
2.55,228,
2.552,228,
2.554,228,
2.556,228,
2.558,229,
2.56,228,
2.562,228,
2.564,228,
2.566,228,
2.568,228,
2.57,228,
2.572,228,
2.574,228,
2.576,228,
2.578,228,
2.58,228,
2.582,228,
2.584,228,
2.586,228,
2.588,229,
2.59,228,
2.592,228,
2.594,227,
2.596,229,
2.598,229,
2.6,229,
2.602,228,
2.604,228,
2.606,228,
2.608,228,
2.61,229,
2.612,229,
2.614,229,
2.616,228,
2.618,228,
2.62,229,
2.622,229,
2.624,227,
2.626,228,
2.628,228,
2.63,228,
2.632,228,
2.634,229,
2.636,228,
2.638,229,
2.64,228,
2.642,229,
2.644,229,
2.646,228,
2.648,228,
2.65,228,
2.652,228,
2.654,228,
2.656,228,
2.658,228,
2.66,228,
2.662,228,
2.664,228,
2.666,228,
2.668,229,
2.67,228,
2.672,228,
2.674,228,
2.676,229,
2.678,228,
2.68,228,
2.682,229,
2.684,228,
2.686,229,
2.688,228,
2.69,228,
2.692,228,
2.694,228,
2.696,229,
2.698,228,
2.7,228,
2.702,229,
2.704,228,
2.706,228,
2.708,228,
2.71,228,
2.712,228,
2.714,228,
2.716,228,
2.718,228,
2.72,228,
2.722,228,
2.724,228,
2.726,229,
2.728,228,
2.73,228,
2.732,227,
2.734,229,
2.736,228,
2.738,228,
2.74,228,
2.742,229,
2.744,229,
2.746,228,
2.748,228,
2.75,228,
2.752,228,
2.754,228,
2.756,228,
2.758,228,
2.76,229,
2.762,229,
2.764,229,
2.766,228,
2.768,228,
2.77,228,
2.772,228,
2.774,228,
2.776,228,
2.778,228,
2.78,228,
2.782,229,
2.784,229,
2.786,228,
2.788,228,
2.79,228,
2.792,228,
2.794,229,
2.796,228,
2.798,228,
2.8,229,
2.802,228,
2.804,228,
2.806,228,
2.808,228,
2.81,228,
2.812,228,
2.814,228,
2.816,228,
2.818,228,
2.82,228,
2.822,229,
2.824,229,
2.826,228,
2.828,228,
2.83,229,
2.832,228,
2.834,228,
2.836,228,
2.838,229,
2.84,228,
2.842,228,
2.844,227,
2.846,228,
2.848,228,
2.85,228,
2.852,228,
2.854,228,
2.856,228,
2.858,228,
2.86,228,
2.862,228,
2.864,228,
2.866,228,
2.868,228,
2.87,228,
2.872,228,
2.874,228,
2.876,228,
2.878,227,
2.88,228,
2.882,228,
2.884,229,
2.886,229,
2.888,228,
2.89,228,
2.892,228,
2.894,229,
2.896,228,
2.898,228,
2.9,228,
2.902,229,
2.904,229,
2.906,228,
2.908,228,
2.91,228,
2.912,228,
2.914,228,
2.916,228,
2.918,228,
2.92,228,
2.922,229,
2.924,227,
2.926,228,
2.928,228,
2.93,228,
2.932,228,
2.934,229,
2.936,229,
2.938,228,
2.94,228,
2.942,229,
2.944,228,
2.946,228,
2.948,229,
2.95,228,
2.952,227,
2.954,228,
2.956,228,
2.958,229,
2.96,228,
2.962,229,
2.964,228,
2.966,228,
2.968,228,
2.97,227,
2.972,228,
2.974,227,
2.976,228,
2.978,228,
2.98,228,
2.982,228,
2.984,229,
2.986,228,
2.988,228,
2.99,228,
2.992,228,
2.994,228,
2.996,228,
2.998,228,
3.0,228,
3.002,229,
3.004,229,
3.006,229,
3.008,228,
3.01,228,
3.012,228,
3.014,229,
3.016,228,
3.018,228,
3.02,229,
3.022,229,
3.024,229,
3.026,228,
3.028,228,
3.03,228,
3.032,227,
3.034,228,
3.036,227,
3.038,228,
3.04,228,
3.042,228,
3.044,228,
3.046,228,
3.048,228,
3.05,228,
3.052,228,
3.054,229,
3.056,228,
3.058,228,trial_1
3.06,228,
3.062,229,
3.064,228,
3.066,228,
3.068,228,
3.07,228,
3.072,228,
3.074,228,
3.076,227,
3.078,228,
3.08,229,
3.082,228,
3.084,228,
3.086,228,
3.088,228,
3.09,228,
3.092,228,
3.094,228,
3.096,229,
3.098,228,
3.1,224,
3.102,215,
3.104,204,
3.106,195,
3.108,185,
3.11,177,
3.112,169,
3.114,162,
3.116,158,
3.118,168,
3.12,191,
3.122,218,
3.124,241,
3.126,261,
3.128,276,
3.13,290,
3.132,300,
3.134,294,
3.136,280,
3.138,264,
3.14,250,
3.142,236,
3.144,224,
3.146,212,
3.148,202,
3.15,201,
3.152,215,
3.154,238,
3.156,260,
3.158,279,
3.16,293,
3.162,305,
3.164,315,
3.166,319,
3.168,308,
3.17,292,
3.172,275,
3.174,259,
3.176,245,
3.178,232,
3.18,220,
3.182,210,
3.184,213,
3.186,232,
3.188,254,
3.19,275,
3.192,291,
3.194,304,
3.196,316,
3.198,324,
3.2,322,
3.202,308,
3.204,292,
3.206,274,
3.208,259,
3.21,245,
3.212,232,
3.214,220,
3.216,213,
3.218,223,
3.22,243,
3.222,265,
3.224,283,
3.226,299,
3.228,312,
3.23,321,
3.232,329,
3.234,320,
3.236,305,
3.238,288,
3.24,271,
3.242,256,
3.244,242,
3.246,230,
3.248,219,
3.25,216,
3.252,230,
3.254,252,
3.256,274,
3.258,291,
3.26,306,
3.262,316,
3.264,327,
3.266,329,
3.268,317,
3.27,300,
3.272,283,
3.274,267,
3.276,252,
3.278,239,
3.28,227,
3.282,217,
3.284,222,
3.286,239,
3.288,261,
3.29,281,
3.292,297,
3.294,310,
3.296,321,
3.298,330,
3.3,328,
3.302,313,
3.304,297,
3.306,280,
3.308,264,
3.31,248,
3.312,236,
3.314,224,
3.316,217,
3.318,226,
3.32,247,
3.322,268,
3.324,288,
3.326,303,
3.328,315,
3.33,325,
3.332,332,
3.334,325,
3.336,308,
3.338,291,
3.34,274,
3.342,259,
3.344,244,
3.346,233,
3.348,221,
3.35,218,
3.352,233,
3.354,255,
3.356,276,
3.358,294,
3.36,308,
3.362,319,
3.364,328,
3.366,331,
3.368,320,
3.37,303,
3.372,286,
3.374,270,
3.376,254,
3.378,241,
3.38,229,
3.382,219,
3.384,223,
3.386,241,
3.388,263,
3.39,282,
3.392,299,
3.394,313,
3.396,323,
3.398,332,
3.4,329,
3.402,315,
3.404,298,
3.406,281,
3.408,264,
3.41,250,
3.412,237,
3.414,225,
3.416,218,
3.418,227,
3.42,248,
3.422,270,
3.424,290,
3.426,305,
3.428,316,
3.43,327,
3.432,334,
3.434,326,
3.436,310,
3.438,292,
3.44,276,
3.442,260,
3.444,247,
3.446,234,
3.448,222,
3.45,219,
3.452,234,
3.454,256,
3.456,277,
3.458,295,
3.46,309,
3.462,321,
3.464,330,
3.466,333,
3.468,321,
3.47,303,
3.472,286,
3.474,271,
3.476,256,
3.478,242,
3.48,230,
3.482,220,
3.484,222,
3.486,241,
3.488,264,
3.49,284,
3.492,300,
3.494,314,
3.496,324,
3.498,333,
3.5,331,
3.502,316,
3.504,298,
3.506,282,
3.508,266,
3.51,251,
3.512,237,
3.514,226,
3.516,218,
3.518,228,
3.52,249,
3.522,271,
3.524,290,
3.526,305,
3.528,318,
3.53,328,
3.532,334,
3.534,326,
3.536,311,
3.538,293,
3.54,276,
3.542,261,
3.544,247,
3.546,234,
3.548,222,
3.55,220,
3.552,234,
3.554,257,
3.556,278,
3.558,295,
3.56,310,
3.562,322,
3.564,330,
3.566,334,
3.568,322,
3.57,304,
3.572,287,
3.574,272,
3.576,256,
3.578,243,
3.58,230,
3.582,220,
3.584,222,
3.586,241,
3.588,264,
3.59,284,
3.592,300,
3.594,314,
3.596,325,
3.598,334,
3.6,331,
3.602,316,
3.604,299,
3.606,282,
3.608,266,
3.61,251,
3.612,238,
3.614,227,
3.616,219,
3.618,228,
3.62,249,
3.622,271,
3.624,290,
3.626,306,
3.628,318,
3.63,328,
3.632,335,
3.634,327,
3.636,311,
3.638,293,
3.64,276,
3.642,262,
3.644,247,
3.646,235,
3.648,223,
3.65,220,
3.652,234,
3.654,255,
3.656,277,
3.658,296,
3.66,310,
3.662,322,
3.664,330,
3.666,334,
3.668,322,
3.67,305,
3.672,288,
3.674,272,
3.676,256,
3.678,243,
3.68,231,
3.682,220,
3.684,223,
3.686,241,
3.688,264,
3.69,285,
3.692,301,
3.694,315,
3.696,325,
3.698,334,
3.7,331,
3.702,317,
3.704,300,
3.706,282,
3.708,266,
3.71,252,
3.712,238,
3.714,227,
3.716,219,
3.718,228,
3.72,249,
3.722,272,
3.724,290,
3.726,306,
3.728,319,
3.73,328,
3.732,336,
3.734,327,
3.736,311,
3.738,294,
3.74,276,
3.742,262,
3.744,247,
3.746,235,
3.748,224,
3.75,220,
3.752,234,
3.754,259,
3.756,278,
3.758,296,
3.76,311,
3.762,322,
3.764,332,
3.766,334,
3.768,322,
3.77,306,
3.772,288,
3.774,272,
3.776,257,
3.778,243,
3.78,231,
3.782,221,
3.784,224,
3.786,242,
3.788,265,
3.79,285,
3.792,301,
3.794,315,
3.796,326,
3.798,335,
3.8,332,
3.802,317,
3.804,299,
3.806,282,
3.808,266,
3.81,252,
3.812,239,
3.814,227,
3.816,219,
3.818,229,
3.82,250,
3.822,273,
3.824,292,
3.826,306,
3.828,319,
3.83,328,
3.832,337,
3.834,328,
3.836,312,
3.838,294,
3.84,277,
3.842,262,
3.844,248,
3.846,234,
3.848,224,
3.85,220,
3.852,234,
3.854,258,
3.856,279,
3.858,297,
3.86,311,
3.862,324,
3.864,332,
3.866,335,
3.868,323,
3.87,306,
3.872,288,
3.874,271,
3.876,257,
3.878,244,
3.88,231,
3.882,221,
3.884,224,
3.886,242,
3.888,265,
3.89,285,
3.892,302,
3.894,315,
3.896,326,
3.898,335,
3.9,332,
3.902,317,
3.904,300,
3.906,283,
3.908,267,
3.91,252,
3.912,239,
3.914,226,
3.916,219,
3.918,229,
3.92,250,
3.922,272,
3.924,291,
3.926,307,
3.928,319,
3.93,329,
3.932,336,
3.934,328,
3.936,312,
3.938,294,
3.94,278,
3.942,261,
3.944,247,
3.946,235,
3.948,224,
3.95,221,
3.952,235,
3.954,258,
3.956,279,
3.958,297,
3.96,312,
3.962,323,
3.964,332,
3.966,335,
3.968,323,
3.97,305,
3.972,289,
3.974,272,
3.976,257,
3.978,243,
3.98,232,
3.982,221,
3.984,224,
