120,19
182970120,18
182972120,19
182974120,19
182976120,18
182978120,18
182980120,18
182982120,18
182984120,19
182986120,18
182988120,18
182990120,18
182992120,18
182994120,19
182996120,18
182998120,18
183000120,18
183002120,18
183004120,18
183006120,18
183008120,18
183010120,18
183012120,18
183014120,18
183016120,18
183018120,18
183020120,18
183022120,18
183024120,18
183026120,18
183028120,18
183030120,18
183032120,18
183034120,18
183036120,18
183038120,18
183040120,18
183042120,18
183044120,18
183046120,18
183048120,18
183050120,18
183052120,19
183054120,18
183056120,18
183058120,18
183060120,18
183062120,18
183064120,19
183066120,18
183068120,18
183070120,18
183072120,18
183074120,18
183076120,18
183078120,19
183080120,18
183082120,18
183084120,18
183086120,18
183088120,18
183090120,18
183092120,18
183094120,18
183096120,18
183098120,18
183100120,18
183102120,18
183104120,18
183106120,18
183108120,18
183110120,18
183112120,18
183114120,18
183116120,17
183118120,18
183120120,17
183122120,18
183124120,17
183126120,18
183128120,18
183130120,17
183132120,18
183134120,18
183136120,18
183138120,19
183140120,17
183142120,18
183144120,18
183146120,17
183148120,18
183150120,18
183152120,18
183154120,18
183156120,19
183158120,18
183160120,18
183162120,18
183164120,18
183166120,18
183168120,18
183170120,18
183172120,18
183174120,18
183176120,18
183178120,18
183180120,18
183182120,18
183184120,18
183186120,18
183188120,18
183190120,19
183192120,18
183194120,18
183196120,18
183198120,18
183200120,18
183202120,18
183204120,18
183206120,18
183208120,18
183210120,18
183212120,18
183214120,18
183216120,18
183218120,18
183220120,18
183222120,18
183224120,19
183226120,18
183228120,18
183230120,18
183232120,18
183234120,18
183236120,18
183238120,18
183240120,18
183242120,18
183244120,18
183246120,18
183248120,18
183250120,18
183252120,18
183254120,18
183256120,19
183258120,18
183260120,18
183262120,18
183264120,18
183266120,18
183268120,18
183270120,18
183272120,18
183274120,19
183276120,18
183278120,18
183280120,18
183282120,19
183284120,18
183286120,18
183288120,18
183290120,18
183292120,18
183294120,18
183296120,18
183298120,18
183300120,18
183302120,18
183304120,18
183306120,18
183308120,18
183310120,18
183312120,18
183314120,19
183316120,18
183318120,18
183320120,18
183322120,18
183324120,18
183326120,18
183328120,18
183330120,19
183332120,17
183334120,18
183336120,18
183338120,18
183340120,18
183342120,18
183344120,18
183346120,18
183348120,18
183350120,18
183352120,18
183354120,18
183356120,18
183358120,18
183360120,18
183362120,18
183364120,18
183366120,18
183368120,18
183370120,17
183372120,18
183374120,19
183376120,18
183378120,18
183380120,18
183382120,18
183384120,18
183386120,18
183388120,18
183390120,18
183392120,18
183394120,18
183396120,18
183398120,18
183400120,18
183402120,18
183404120,18
183406120,19
183408120,18
183410120,18
183412120,18
183414120,18
183416120,18
183418120,18
183420120,19
183422120,18
183424120,18
183426120,18
183428120,18
183430120,18
183432120,18
183434120,18
183436120,18
183438120,18
183440120,18
183442120,18
183444120,18
183446120,18
183448120,18
183450120,18
183452120,18
183454120,18
183456120,19
183458120,18
183460120,18
183462120,18
183464120,18
183466120,18
183468120,18
183470120,18
183472120,18
183474120,18
183476120,18
183478120,18
183480120,18
183482120,18
183484120,18
183486120,18
183488120,18
183490120,18
183492120,18
183494120,18
183496120,18
183498120,18
183500120,18
183502120,18
183504120,18
183506120,18
183508120,18
183510120,18
183512120,18
183514120,18
183516120,18
183518120,18
183520120,18
183522120,18
183524120,18
183526120,18
183528120,18
183530120,18
183532120,19
183534120,18
183536120,18
183538120,18
183540120,18
183542120,19
183544120,18
183546120,18
183548120,19
183550120,19
183552120,18
183554120,18
183556120,19
183558120,18
183560120,18
183562120,18
183564120,18
183566120,18
183568120,18
183570120,18
183572120,18
183574120,18
183576120,18
183578120,18
183580120,18
183582120,18
183584120,18
183586120,18
183588120,18
183590120,18
183592120,18
183594120,18
183596120,18
183598120,18
183600120,18
183602120,18
183604120,18
183606120,18
183608120,18
183610120,19
183612120,18
183614120,18
183616120,18
183618120,18
183620120,18
183622120,18
183624120,18
183626120,18
183628120,18
183630120,18
183632120,19
183634120,18
183636120,18
183638120,18
183640120,18
183642120,18
183644120,18
183646120,18
183648120,18
183650120,18
183652120,18
183654120,18
183656120,18
183658120,18
183660120,18
183662120,17
183664120,18
183666120,18
183668120,18
183670120,18
183672120,18
183674120,18
183676120,18
183678120,18
183680120,18
183682120,18
183684120,18
183686120,18
183688120,18
183690120,18
183692120,18
183694120,18
183696120,19
183698120,18
183700120,18
183702120,18
183704120,18
183706120,18
183708120,18
183710120,18
183712120,18
183714120,18
183716120,18
183718120,18
183720120,18
183722120,18
183724120,18
183726120,18
183728120,18
183730120,18
183732120,18
183734120,18
183736120,18
183738120,18
183740120,18
183742120,18
183744120,18
183746120,18
183748120,18
183750120,18
183752120,18
183754120,18
183756120,18
183758120,18
183760120,18
183762120,18
183764120,18
183766120,18
183768120,18
183770120,17
183772120,18
183774120,18
183776120,18
183778120,18
183780120,18
183782120,18
183784120,18
183786120,18
183788120,19
183790120,19
183792120,19
183794120,18
183796120,18
183798120,18
183800120,19
183802120,19
183804120,18
183806120,18
183808120,18
183810120,19
183812120,19
183814120,18
183816120,18
183818120,19
183820120,19
183822120,18
183824120,18
183826120,19
183828120,18
183830120,18
183832120,18
183834120,19
183836120,18
183838120,18
183840120,18
183842120,17
183844120,18
183846120,18
183848120,18
183850120,18
183852120,18
183854120,18
183856120,18
183858120,18
183860120,18
183862120,18
183864120,18
183866120,18
183868120,18
183870120,18
183872120,18
183874120,18
183876120,18
183878120,18
183880120,18
183882120,18
183884120,18
183886120,18
183888120,18
183890120,18
183892120,18
183894120,18
183896120,18
183898120,18
183900120,18
183902120,18
183904120,18
183906120,18
183908120,18
183910120,18
183912120,18
183914120,18
183916120,18
183918120,19
183920120,18
183922120,18
183924120,18
183926120,18
183928120,17
183930120,18
183932120,18
183934120,17
183936120,18
183938120,18
183940120,18
183942120,18
183944120,17
183946120,18
183948120,18
183950120,19
183952120,18
183954120,18
183956120,18
183958120,18
183960120,18
183962120,18
183964120,18
183966120,18
183968120,18
183970120,18
183972120,18
183974120,17
183976120,18
183978120,18
183980120,19
183982120,18
183984120,18
183986120,18
183988120,17
183990120,18
183992120,18
183994120,18
183996120,18
183998120,18
184000120,18
184002120,18
184004120,18
184006120,17
184008120,17
184010120,18
184012120,18
184014120,19
184016120,18
184018120,18
184020120,18
184022120,18
184024120,18
184026120,18
184028120,18
184030120,17
184032120,18
184034120,17
184036120,17
184038120,18
184040120,18
184042120,19
184044120,18
184046120,18
184048120,18
184050120,18
184052120,18
184054120,18
184056120,18
184058120,18
184060120,18
184062120,18
184064120,18
184066120,18
184068120,18
184070120,18
184072120,18
184074120,19
184076120,19
184078120,18
184080120,18
184082120,18
184084120,18
184086120,18
184088120,19
184090120,18
184092120,18
184094120,18
184096120,19
184098120,18
184100120,18
184102120,18
184104120,18
184106120,18
184108120,18
184110120,19
184112120,18
184114120,18
184116120,18
184118120,18
184120120,18
184122120,18
184124120,18
184126120,17
184128120,18
184130120,18
184132120,18
184134120,18
184136120,18
184138120,18
184140120,18
184142120,18
184144120,18
184146120,18
184148120,18
184150120,18
184152120,17
184154120,18
184156120,18
184158120,18
184160120,18
184162120,18
184164120,18
184166120,18
184168120,18
184170120,18
184172120,18
184174120,18
184176120,18
184178120,18
184180120,18
184182120,18
184184120,18
184186120,19
184188120,18
184190120,18
184192120,18
184194120,18
184196120,18
184198120,19
184200120,18
184202120,18
184204120,18
184206120,18
184208120,18
184210120,19
184212120,18
184214120,18
184216120,18
184218120,18
184220120,18
184222120,18
184224120,18
184226120,18
184228120,18
184230120,18
184232120,18
184234120,18
184236120,18
184238120,18
184240120,18
184242120,18
184244120,18
184246120,18
184248120,18
184250120,19
184252120,18
184254120,18
184256120,18
184258120,18
184260120,18
184262120,18
184264120,18
184266120,18
184268120,17
184270120,18
184272120,18
184274120,18
184276120,18
184278120,18
184280120,18
184282120,18
184284120,18
184286120,18
184288120,18
184290120,18
184292120,18
184294120,19
184296120,18
184298120,18
184300120,18
184302120,18
184304120,18
184306120,18
184308120,18
184310120,18
184312120,19
184314120,18
184316120,18
184318120,18
184320120,18
184322120,18
184324120,18
184326120,18
184328120,18
184330120,18
184332120,18
184334120,18
184336120,18
184338120,18
184340120,18
184342120,18
184344120,18
184346120,18
184348120,18
184350120,18
184352120,18
184354120,18
184356120,18
184358120,18
184360120,18
184362120,18
184364120,18
184366120,18
184368120,18
184370120,19
184372120,18
184374120,18
184376120,18
184378120,18
184380120,18
184382120,18
184384120,18
184386120,18
184388120,18
184390120,18
184392120,18
184394120,18
184396120,18
184398120,18
184400120,18
184402120,18
184404120,18
184406120,18
184408120,18
184410120,18
184412120,18
184414120,18
184416120,18
184418120,18
184420120,18
184422120,18
184424120,18
184426120,18
184428120,18
184430120,18
184432120,17
184434120,18
184436120,18
