Time (s from start),LDR Value,Marker
0.324,251,
0.326,250,
0.328,251,
0.33,250,
0.332,251,
0.334,251,
0.336,251,
0.338,251,
0.34,250,
0.342,251,
0.344,250,
0.346,250,
0.348,250,
0.35,250,
0.352,251,
0.354,250,
0.356,250,
0.358,251,
0.36,250,
0.362,250,
0.364,250,
0.366,250,
0.368,249,
0.37,250,
0.372,250,
0.374,250,
0.376,250,
0.378,249,
0.38,250,
0.382,249,
0.384,249,
0.386,249,
0.388,250,
0.39,250,
0.392,249,
0.394,250,
0.396,249,
0.398,250,
0.4,249,
0.402,249,
0.404,249,
0.406,249,
0.408,249,
0.41,249,
0.412,249,
0.414,249,
0.416,249,
0.418,250,
0.42,249,
0.422,250,
0.424,249,
0.426,249,
0.428,249,
0.43,249,
0.432,248,
0.434,248,
0.436,249,
0.438,249,
0.44,249,
0.442,249,
0.444,249,
0.446,249,
0.448,248,
0.45,248,
0.452,248,
0.454,248,
0.456,248,
0.458,249,
0.46,248,
0.462,249,
0.464,248,
0.466,248,
0.468,248,
0.47,248,
0.472,248,
0.474,248,
0.476,248,
0.478,248,
0.48,249,
0.482,248,
0.484,248,
0.486,248,
0.488,248,
0.49,248,
0.492,248,
0.494,248,
0.496,248,
0.498,248,
0.5,248,
0.502,248,
0.504,248,
0.506,248,
0.508,248,
0.51,248,
0.512,248,
0.514,248,
0.516,248,
0.518,248,
0.52,248,
0.522,248,
0.524,248,
0.526,248,
0.528,247,
0.53,247,
0.532,248,
0.534,248,
0.536,248,
0.538,248,
0.54,248,
0.542,247,
0.544,248,
0.546,248,
0.548,247,
0.55,247,
0.552,248,
0.554,248,
0.556,248,
0.558,247,
0.56,248,
0.562,248,
0.564,247,
0.566,248,
0.568,247,
0.57,248,
0.572,247,
0.574,247,
0.576,247,
0.578,248,
0.58,248,
0.582,248,
0.584,248,
0.586,247,
0.588,248,
0.59,247,
0.592,247,
0.594,247,
0.596,247,
0.598,248,
0.6,248,
0.602,247,
0.604,247,
0.606,247,
0.608,248,
0.61,247,
0.612,247,
0.614,247,
0.616,248,
0.618,247,
0.62,247,
0.622,247,
0.624,247,
0.626,247,
0.628,247,
0.63,248,
0.632,247,
0.634,247,
0.636,247,
0.638,248,
0.64,248,
0.642,248,
0.644,248,
0.646,247,
0.648,247,
0.65,248,
0.652,247,
0.654,247,
0.656,247,
0.658,248,
0.66,247,
0.662,247,
0.664,247,
0.666,247,
0.668,247,
0.67,247,
0.672,247,
0.674,247,
0.676,247,
0.678,248,
0.68,248,
0.682,247,
0.684,247,
0.686,247,
0.688,246,
0.69,246,
0.692,247,
0.694,247,
0.696,247,
0.698,247,
0.7,246,
0.702,247,
0.704,247,
0.706,247,
0.708,246,
0.71,247,
0.712,247,
0.714,246,
0.716,247,
0.718,247,
0.72,247,
0.722,247,
0.724,247,
0.726,247,
0.728,246,
0.73,246,
0.732,246,
0.734,246,
0.736,247,
0.738,247,
0.74,246,
0.742,247,
0.744,247,
0.746,247,
0.748,248,
0.75,246,
0.752,247,
0.754,247,
0.756,247,
0.758,246,
0.76,247,
0.762,247,
0.764,247,
0.766,247,
0.768,246,
0.77,246,
0.772,247,
0.774,246,
0.776,247,
0.778,247,
0.78,247,
0.782,247,
0.784,247,
0.786,246,
0.788,247,
0.79,246,
0.792,246,
0.794,247,
0.796,247,
0.798,247,
0.8,247,
0.802,247,
0.804,247,
0.806,246,
0.808,246,
0.81,247,
0.812,246,
0.814,246,
0.816,247,
0.818,247,
0.82,247,
0.822,247,
0.824,246,
0.826,246,
0.828,246,
0.83,246,
0.832,246,
0.834,246,
0.836,246,
0.838,247,
0.84,246,
0.842,246,
0.844,246,
0.846,246,
0.848,246,
0.85,245,
0.852,247,
0.854,246,
0.856,247,
0.858,246,
0.86,247,
0.862,246,
0.864,246,
0.866,246,
0.868,246,
0.87,246,
0.872,246,
0.874,246,
0.876,247,
0.878,246,
0.88,247,
0.882,246,
0.884,246,
0.886,245,
0.888,246,
0.89,246,
0.892,246,
0.894,246,
0.896,246,
0.898,247,
0.9,245,
0.902,246,
0.904,246,
0.906,246,
0.908,246,
0.91,246,
0.912,246,
0.914,246,
0.916,246,
0.918,247,
0.92,246,
0.922,246,
0.924,246,
0.926,246,
0.928,246,
0.93,247,
0.932,246,
0.934,246,
0.936,246,
0.938,247,
0.94,247,
0.942,246,
0.944,246,
0.946,246,
0.948,245,
0.95,246,
0.952,246,
0.954,246,
0.956,246,
0.958,246,
0.96,246,
0.962,246,
0.964,246,
0.966,246,
0.968,245,
0.97,246,
0.972,246,
0.974,246,
0.976,246,
0.978,245,
0.98,246,
0.982,246,
0.984,246,
0.986,246,
0.988,246,
0.99,246,
0.992,246,
0.994,245,
0.996,247,
0.998,247,
1.0,246,
1.002,246,
1.004,246,
1.006,246,
1.008,245,
1.01,246,
1.012,246,
1.014,246,
1.016,246,
1.018,246,
1.02,246,
1.022,246,
1.024,246,
1.026,246,
1.028,245,
1.03,245,
1.032,246,
1.034,246,
1.036,246,
1.038,246,
1.04,245,
1.042,246,
1.044,246,
1.046,246,
1.048,245,
1.05,244,
1.052,246,
1.054,246,
1.056,246,
1.058,246,
1.06,246,
1.062,245,
1.064,246,
1.066,245,
1.068,245,
1.07,246,
1.072,245,
1.074,246,
1.076,246,
1.078,245,
1.08,245,
1.082,246,
1.084,245,
1.086,245,
1.088,245,
1.09,246,
1.092,245,
1.094,245,
1.096,246,
1.098,246,
1.1,246,
1.102,245,
1.104,246,
1.106,246,
1.108,246,
1.11,244,
1.112,245,
1.114,246,
1.116,245,
1.118,246,
1.12,246,
1.122,245,
1.124,245,
1.126,245,
1.128,245,
1.13,244,
1.132,245,
1.134,246,
1.136,246,
1.138,246,
1.14,245,
1.142,246,
1.144,245,
1.146,246,
1.148,245,
1.15,246,
1.152,246,
1.154,246,
1.156,245,
1.158,246,
1.16,245,
1.162,246,
1.164,245,
1.166,245,
1.168,246,
1.17,245,
1.172,245,
1.174,245,
1.176,246,
1.178,246,
1.18,246,
1.182,245,
1.184,245,
1.186,245,
1.188,245,
1.19,246,
1.192,245,
1.194,246,
1.196,246,
1.198,246,
1.2,246,
1.202,246,
1.204,245,
1.206,245,
1.208,245,
1.21,245,
1.212,245,
1.214,245,
1.216,245,
1.218,245,
1.22,246,
1.222,245,
1.224,245,
1.226,245,
1.228,245,
1.23,245,
1.232,245,
1.234,246,
1.236,246,
1.238,246,
1.24,246,
1.242,246,
1.244,246,
1.246,246,
1.248,245,
1.25,246,
1.252,245,
1.254,245,
1.256,245,
1.258,245,
1.26,246,
1.262,245,
1.264,245,
1.266,245,
1.268,244,
1.27,245,
1.272,245,
1.274,245,
1.276,245,
1.278,245,
1.28,245,
1.282,245,
1.284,245,
1.286,245,
1.288,245,
1.29,245,
1.292,245,
1.294,245,
1.296,245,
1.298,245,
1.3,245,
1.302,245,
1.304,245,
1.306,245,
1.308,245,
1.31,245,
1.312,245,
1.314,245,
1.316,245,
1.318,245,
1.32,246,
1.322,245,
1.324,245,
1.326,245,
1.328,245,
1.33,245,
1.332,245,
1.334,245,
1.336,245,
1.338,245,
1.34,244,
1.342,245,
1.344,245,
1.346,245,
1.348,245,
1.35,245,
1.352,245,
1.354,245,
1.356,245,
1.358,245,
1.36,246,
1.362,245,
1.364,245,
1.366,245,
1.368,245,
1.37,246,
1.372,245,
1.374,245,
1.376,246,
1.378,245,
1.38,246,
1.382,245,
1.384,245,
1.386,245,
1.388,245,
1.39,246,
1.392,245,
1.394,245,
1.396,245,
1.398,245,
1.4,246,
1.402,245,
1.404,245,
1.406,245,
1.408,245,
1.41,245,
1.412,245,
1.414,245,
1.416,245,
1.418,245,
1.42,244,
1.422,245,
1.424,245,
1.426,245,
1.428,245,
1.43,245,
1.432,245,
1.434,245,
1.436,245,
1.438,245,
1.44,245,
1.442,245,
1.444,245,
1.446,245,
1.448,245,
1.45,245,
1.452,245,
1.454,245,
1.456,245,
1.458,245,
1.46,245,
1.462,245,
1.464,245,
1.466,245,
1.468,245,
1.47,244,
1.472,244,
1.474,245,
1.476,245,
1.478,246,
1.48,245,
1.482,245,
1.484,245,
1.486,245,
1.488,245,
1.49,245,
1.492,245,
1.494,245,
1.496,245,
1.498,245,
1.5,245,
1.502,245,
1.504,246,
1.506,245,
1.508,245,
1.51,246,
1.512,245,
1.514,246,
1.516,245,
1.518,246,
1.52,245,
1.522,245,
1.524,245,
1.526,245,
1.528,245,
1.53,244,
1.532,246,
1.534,245,
1.536,245,
1.538,246,
1.54,245,
1.542,245,
1.544,245,
1.546,245,
1.548,245,
1.55,245,
1.552,245,
1.554,245,
1.556,245,
1.558,245,
1.56,245,
1.562,245,
1.564,245,
1.566,245,
1.568,244,
1.57,246,
1.572,245,
1.574,245,
1.576,244,
1.578,245,
1.58,246,
1.582,245,
1.584,245,
1.586,245,
1.588,244,
1.59,244,
1.592,245,
1.594,245,
1.596,245,
1.598,245,
1.6,245,
1.602,245,
1.604,245,
1.606,245,
1.608,245,
1.61,245,
1.612,245,
1.614,245,
1.616,245,
1.618,245,
1.62,246,
1.622,245,
1.624,245,
1.626,245,
1.628,245,
1.63,245,
1.632,245,
1.634,245,
1.636,245,
1.638,246,
1.64,245,
1.642,245,
1.644,245,
1.646,245,
1.648,245,
1.65,245,
1.652,245,
1.654,245,
1.656,245,
1.658,245,
1.66,245,
1.662,245,
1.664,245,
1.666,245,
1.668,245,
1.67,245,
1.672,245,
1.674,245,
1.676,245,
1.678,245,
1.68,245,
1.682,245,
1.684,245,
1.686,245,
1.688,245,
1.69,245,
1.692,245,
1.694,245,
1.696,245,
1.698,245,
1.7,244,
1.702,245,
1.704,245,
1.706,245,
1.708,245,
1.71,245,
1.712,245,
1.714,245,
1.716,245,
1.718,245,
1.72,244,
1.722,245,
1.724,244,
1.726,244,
1.728,245,
1.73,245,
1.732,245,
1.734,245,
1.736,245,
1.738,245,
1.74,246,
1.742,246,
1.744,245,
1.746,245,
1.748,245,
1.75,245,
1.752,245,
1.754,245,
1.756,245,
1.758,245,
1.76,246,
1.762,245,
1.764,244,
1.766,245,
1.768,245,
1.77,245,
1.772,245,
1.774,245,
1.776,246,
1.778,245,
1.78,245,
1.782,245,
1.784,244,
1.786,245,
1.788,245,
1.79,245,
1.792,244,
1.794,245,
1.796,245,
1.798,245,
1.8,245,
1.802,245,
1.804,245,
1.806,245,
1.808,245,
1.81,245,
1.812,245,
1.814,245,
1.816,245,
1.818,245,
1.82,245,
1.822,245,
1.824,245,
1.826,244,
1.828,245,
1.83,245,
1.832,245,
1.834,245,
1.836,245,
1.838,245,
1.84,245,
1.842,245,
1.844,245,
1.846,244,
1.848,244,
1.85,245,
1.852,245,
1.854,245,
1.856,245,
1.858,245,
1.86,245,
1.862,246,
1.864,245,
1.866,245,
1.868,245,
1.87,245,
1.872,245,
1.874,245,
1.876,245,
1.878,245,
1.88,245,
1.882,245,
1.884,245,
1.886,245,
1.888,245,
1.89,245,
1.892,245,
1.894,245,
1.896,245,
1.898,247,
1.9,245,
1.902,245,
1.904,245,
1.906,244,
1.908,245,
1.91,245,
1.912,245,
1.914,245,
1.916,245,
1.918,245,
1.92,244,
1.922,245,
1.924,244,
1.926,244,
1.928,244,
1.93,245,
1.932,245,
1.934,245,
1.936,245,
1.938,245,
1.94,245,
1.942,244,
1.944,245,
1.946,244,
1.948,245,
1.95,245,
1.952,245,
1.954,245,
1.956,245,
1.958,245,
1.96,245,
1.962,244,
1.964,245,
1.966,245,
1.968,245,
1.97,244,
1.972,245,
1.974,246,
1.976,245,
1.978,245,
1.98,245,
1.982,245,
1.984,245,
1.986,245,
1.988,245,
1.99,245,
1.992,245,
1.994,245,
1.996,245,
1.998,245,
2.0,245,
2.002,244,
2.004,245,
2.006,244,
2.008,244,
2.01,245,
2.012,245,
2.014,245,
2.016,245,
2.018,245,
2.02,245,
2.022,245,
2.024,244,
2.026,245,
2.028,245,
2.03,245,
2.032,245,
2.034,245,
2.036,245,
2.038,245,
2.04,245,
2.042,245,
2.044,245,
2.046,245,
2.048,245,
2.05,245,
2.052,244,
2.054,245,
2.056,245,
2.058,245,
2.06,245,
2.062,244,
2.064,245,
2.066,244,
2.068,245,
2.07,245,
2.072,245,
2.074,245,
2.076,245,
2.078,245,
2.08,245,
2.082,245,
2.084,244,
2.086,244,
2.088,244,
2.09,245,
2.092,245,
2.094,245,
2.096,245,
2.098,245,
2.1,244,
2.102,245,
2.104,245,
2.106,245,
2.108,244,
2.11,245,
2.112,245,
2.114,244,
2.116,245,
2.118,245,
2.12,245,
2.122,245,
2.124,245,
2.126,244,
2.128,245,
2.13,245,
2.132,245,
2.134,245,
2.136,245,
2.138,245,
2.14,244,
2.142,245,
2.144,245,
2.146,244,
2.148,245,
2.15,245,
2.152,244,
2.154,244,
2.156,245,
2.158,245,
2.16,245,
2.162,244,
2.164,244,
2.166,244,
2.168,244,
2.17,245,
2.172,244,
2.174,244,
2.176,245,
2.178,245,
2.18,245,
2.182,244,
2.184,244,
2.186,244,
2.188,244,
2.19,244,
2.192,244,
2.194,245,
2.196,245,
2.198,245,
2.2,245,
2.202,244,
2.204,244,
2.206,244,
2.208,244,
2.21,244,
2.212,245,
2.214,245,
2.216,245,
2.218,244,
2.22,244,
2.222,244,
2.224,245,
2.226,244,
2.228,244,
2.23,245,
2.232,245,
2.234,244,
2.236,245,
2.238,246,
2.24,245,
2.242,244,
2.244,245,
2.246,245,
2.248,244,
2.25,243,
2.252,245,
2.254,244,
2.256,245,
2.258,245,
2.26,244,
2.262,244,
2.264,245,
2.266,245,
2.268,244,
2.27,245,
2.272,245,
2.274,245,
2.276,245,
2.278,245,
2.28,244,
2.282,245,
2.284,245,
2.286,245,
2.288,245,
2.29,244,
2.292,245,
2.294,245,
2.296,245,
2.298,246,
2.3,245,
2.302,245,
2.304,245,
2.306,245,
2.308,244,
2.31,245,
2.312,245,
2.314,245,
2.316,245,
2.318,244,
2.32,244,
2.322,244,
2.324,244,
2.326,244,
2.328,244,
2.33,245,
2.332,244,
2.334,244,
2.336,245,
2.338,245,
2.34,245,
2.342,244,
2.344,244,
2.346,244,
2.348,244,
2.35,244,
2.352,245,
2.354,245,
2.356,244,
2.358,245,
2.36,245,
2.362,245,
2.364,245,
2.366,244,
2.368,244,
2.37,244,
2.372,245,
2.374,245,
2.376,245,
2.378,246,
2.38,245,
2.382,245,
2.384,245,
2.386,245,
2.388,244,
2.39,245,
2.392,245,
2.394,244,
2.396,245,
2.398,244,
2.4,245,
2.402,244,
2.404,245,
2.406,245,
2.408,244,
2.41,244,
2.412,245,
2.414,244,
2.416,245,
2.418,245,
2.42,244,
2.422,244,
2.424,245,
2.426,244,
2.428,244,
2.43,244,
2.432,244,
2.434,244,
2.436,245,
2.438,244,
2.44,244,
2.442,244,
2.444,245,
2.446,244,
2.448,244,
2.45,244,
2.452,244,
2.454,244,
2.456,245,
2.458,245,
2.46,244,
2.462,244,
2.464,244,
2.466,245,
2.468,244,
2.47,244,
2.472,244,
2.474,244,
2.476,245,
2.478,245,
2.48,244,
2.482,244,
2.484,246,
2.486,244,
2.488,244,
2.49,244,
2.492,244,
2.494,245,
2.496,245,
2.498,245,
2.5,244,
2.502,244,
2.504,244,
2.506,244,
2.508,244,
2.51,245,
2.512,245,
2.514,245,
2.516,245,
2.518,245,
2.52,244,
2.522,244,
2.524,244,
2.526,244,
2.528,244,
2.53,244,
2.532,244,
2.534,245,
2.536,245,
2.538,245,
2.54,245,
2.542,244,
2.544,245,
2.546,245,
2.548,244,
2.55,245,
2.552,245,
2.554,244,
2.556,245,
2.558,245,
2.56,244,
2.562,245,
2.564,244,
2.566,244,
2.568,244,
2.57,245,
2.572,244,
2.574,244,
2.576,245,
2.578,244,
2.58,244,
2.582,245,
2.584,244,
2.586,244,
2.588,244,
2.59,244,
2.592,245,
2.594,245,
2.596,245,
2.598,244,
2.6,245,
2.602,245,
2.604,244,
2.606,245,
2.608,245,
2.61,245,
2.612,245,
2.614,245,
2.616,245,
2.618,244,
2.62,245,
2.622,244,
2.624,245,
2.626,244,
2.628,244,
2.63,244,
2.632,244,
2.634,244,
2.636,245,
2.638,245,
2.64,245,
2.642,245,
2.644,245,
2.646,244,
2.648,245,
2.65,245,
2.652,245,
2.654,244,
2.656,245,
2.658,244,
2.66,245,
2.662,244,
2.664,244,
2.666,244,
2.668,244,
2.67,245,
2.672,245,
2.674,245,
2.676,244,
2.678,244,
2.68,244,
2.682,244,
2.684,245,
2.686,244,
2.688,244,
2.69,244,
2.692,244,
2.694,245,
2.696,245,
2.698,245,
2.7,244,
2.702,244,
2.704,245,
2.706,244,
2.708,244,
2.71,244,
2.712,244,
2.714,245,
2.716,244,
2.718,245,
2.72,245,
2.722,244,
2.724,244,
2.726,244,
2.728,245,
2.73,244,
2.732,244,
2.734,245,
2.736,244,
2.738,245,
2.74,244,
2.742,244,
2.744,245,
2.746,244,
2.748,243,
2.75,244,
2.752,245,
2.754,245,
2.756,245,
2.758,244,
2.76,245,
2.762,245,
2.764,245,
2.766,244,
2.768,245,
2.77,244,
2.772,245,
2.774,245,
2.776,245,
2.778,244,
2.78,244,
2.782,245,
2.784,244,
2.786,244,
2.788,245,
2.79,245,
2.792,244,
2.794,244,
2.796,245,
2.798,246,
2.8,244,
2.802,245,
2.804,244,
2.806,245,
2.808,244,
2.81,245,
2.812,244,
2.814,244,
2.816,245,
2.818,244,
2.82,244,
2.822,244,
2.824,244,
2.826,244,
2.828,244,
2.83,244,
2.832,245,
2.834,244,
2.836,245,
2.838,245,
2.84,245,
2.842,244,
2.844,244,
2.846,245,
2.848,244,
2.85,245,
2.852,244,
2.854,245,
2.856,245,
2.858,245,
2.86,244,
2.862,244,
2.864,244,
2.866,244,
2.868,244,
2.87,244,
2.872,245,
2.874,244,
2.876,245,
2.878,244,
2.88,245,
2.882,244,
2.884,244,
2.886,244,
2.888,245,
2.89,244,
2.892,245,
2.894,244,
2.896,245,
2.898,244,
2.9,244,
2.902,244,
2.904,244,
2.906,244,
2.908,244,
2.91,244,
2.912,244,
2.914,244,
2.916,245,
2.918,244,
2.92,244,
2.922,245,
2.924,244,
2.926,244,
2.928,243,
2.93,244,
2.932,243,
2.934,245,
2.936,245,
2.938,244,
2.94,244,
2.942,244,
2.944,244,
2.946,245,
2.948,244,
2.95,245,
2.952,244,
2.954,244,
2.956,245,
2.958,245,
2.96,245,
2.962,244,
2.964,244,
2.966,244,
2.968,244,
2.97,244,
2.972,244,
2.974,244,
2.976,245,
2.978,245,
2.98,245,
2.982,244,
2.984,244,
2.986,245,
2.988,244,
2.99,244,
2.992,244,
2.994,244,
2.996,245,
2.998,244,
3.0,244,
3.002,244,
3.004,244,
3.006,244,
3.008,244,
3.01,244,
3.012,245,
3.014,244,
3.016,244,
3.018,244,
3.02,244,
3.022,244,
3.024,244,
3.026,244,
3.028,244,
3.03,244,
3.032,244,
3.034,244,
3.036,244,
3.038,244,
3.04,244,
3.042,244,
3.044,244,
3.046,244,
3.048,244,
3.05,244,
3.052,244,
3.054,244,
3.056,245,
3.058,245,
3.06,244,
3.062,244,
3.064,244,
3.066,244,
3.068,244,
3.07,244,
3.072,244,
3.074,244,
3.076,244,
3.078,245,
3.08,244,
3.082,244,
3.084,244,
3.086,244,
3.088,244,
3.09,244,
3.092,244,
3.094,244,
3.096,244,
3.098,244,trial_1
3.1,244,
3.102,244,
3.104,244,
3.106,244,
3.108,244,
3.11,245,
3.112,245,
3.114,244,
3.116,244,
3.118,244,
3.12,245,
3.122,244,
3.124,244,
3.126,244,
3.128,245,
3.13,244,
3.132,244,
3.134,245,
3.136,245,
3.138,245,
3.14,244,
3.142,244,
3.144,242,
3.146,227,
3.148,210,
3.15,197,
3.152,185,
3.154,174,
3.156,165,
3.158,157,
3.16,150,
3.162,146,
3.164,162,
3.166,200,
3.168,238,
3.17,270,
3.172,295,
3.174,315,
3.176,331,
3.178,331,
3.18,311,
3.182,284,
3.184,262,
3.186,241,
3.188,225,
3.19,210,
3.192,198,
3.194,187,
3.196,185,
3.198,211,
3.2,247,
3.202,280,
3.204,305,
3.206,325,
3.208,341,
3.21,352,
3.212,342,
3.214,317,
3.216,291,
3.218,268,
3.22,248,
3.222,231,
3.224,217,
3.226,204,
3.228,194,
3.23,201,
3.232,233,
3.234,268,
3.236,297,
3.238,321,
3.24,337,
3.242,352,
3.244,358,
3.246,340,
3.248,316,
3.25,288,
3.252,266,
3.254,247,
3.256,232,
3.258,217,
3.26,205,
3.262,198,
3.264,213,
3.266,248,
3.268,282,
3.27,309,
3.272,329,
3.274,346,
3.276,359,
3.278,357,
3.28,335,
3.282,308,
3.284,283,
3.286,262,
3.288,243,
3.29,229,
3.292,215,
3.294,203,
3.296,201,
3.298,226,
3.3,263,
3.302,294,
3.304,319,
3.306,337,
3.308,352,
3.31,364,
3.312,353,
3.314,327,
3.316,301,
3.318,277,
3.32,257,
3.322,240,
3.324,225,
3.326,212,
3.328,201,
3.33,208,
3.332,240,
3.334,276,
3.336,305,
3.338,327,
3.34,344,
3.342,358,
3.344,364,
3.346,346,
3.348,319,
3.35,294,
3.352,271,
3.354,253,
3.356,236,
3.358,223,
3.36,209,
3.362,201,
3.364,218,
3.366,254,
3.368,287,
3.37,314,
3.372,335,
3.374,350,
3.376,363,
3.378,362,
3.38,339,
3.382,312,
3.384,287,
3.386,266,
3.388,248,
3.39,232,
3.392,218,
3.394,207,
3.396,205,
3.398,230,
3.4,267,
3.402,298,
3.404,322,
3.406,341,
3.408,356,
3.41,367,
3.412,357,
3.414,331,
3.416,304,
3.418,280,
3.42,260,
3.422,243,
3.424,228,
3.426,215,
3.428,205,
3.43,211,
3.432,243,
3.434,279,
3.436,308,
3.438,330,
3.44,347,
3.442,360,
3.444,367,
3.446,349,
3.448,324,
3.45,297,
3.452,274,
3.454,255,
3.456,238,
3.458,225,
3.46,211,
3.462,204,
3.464,220,
3.466,256,
3.468,290,
3.47,317,
3.472,337,
3.474,353,
3.476,365,
3.478,364,
3.48,342,
3.482,314,
3.484,290,
3.486,267,
3.488,250,
3.49,234,
3.492,220,
3.494,209,
3.496,206,
3.498,233,
3.5,269,
3.502,300,
3.504,324,
3.506,343,
3.508,358,
3.51,369,
3.512,358,
3.514,333,
3.516,306,
3.518,283,
3.52,262,
3.522,245,
3.524,230,
3.526,216,
3.528,206,
3.53,212,
3.532,245,
3.534,281,
3.536,309,
3.538,331,
3.54,349,
3.542,363,
3.544,369,
3.546,351,
3.548,325,
3.55,298,
3.552,276,
3.554,256,
3.556,240,
3.558,226,
3.56,213,
3.562,205,
3.564,222,
3.566,258,
3.568,293,
3.57,318,
3.572,338,
3.574,355,
3.576,367,
3.578,367,
3.58,343,
3.582,316,
3.584,291,
3.586,269,
3.588,251,
3.59,235,
3.592,221,
3.594,210,
3.596,208,
3.598,234,
3.6,270,
3.602,301,
3.604,326,
3.606,345,
3.608,359,
3.61,371,
3.612,360,
3.614,335,
3.616,308,
3.618,283,
3.62,263,
3.622,246,
3.624,231,
3.626,218,
3.628,207,
3.63,213,
3.632,246,
3.634,282,
3.636,311,
3.638,333,
3.64,351,
3.642,364,
3.644,371,
3.646,352,
3.648,326,
3.65,300,
3.652,277,
3.654,258,
3.656,241,
3.658,227,
3.66,214,
3.662,206,
3.664,222,
3.666,259,
3.668,293,
3.67,320,
3.672,340,
3.674,356,
3.676,368,
3.678,367,
3.68,344,
3.682,317,
3.684,292,
3.686,270,
3.688,252,
3.69,236,
3.692,222,
3.694,210,
3.696,208,
3.698,235,
3.7,271,
3.702,303,
3.704,328,
3.706,346,
3.708,360,
3.71,372,
3.712,362,
3.714,336,
3.716,309,
3.718,285,
3.72,264,
3.722,247,
3.724,232,
3.726,218,
3.728,207,
3.73,214,
3.732,247,
3.734,283,
3.736,312,
3.738,335,
3.74,352,
3.742,365,
3.744,372,
3.746,354,
3.748,327,
3.75,300,
3.752,278,
3.754,258,
3.756,242,
3.758,228,
3.76,215,
3.762,207,
3.764,223,
3.766,260,
3.768,293,
3.77,321,
3.772,341,
3.774,357,
3.776,369,
3.778,368,
3.78,345,
3.782,318,
3.784,293,
3.786,271,
3.788,252,
3.79,237,
3.792,223,
3.794,211,
3.796,209,
3.798,236,
3.8,272,
3.802,304,
3.804,328,
3.806,347,
3.808,362,
3.81,373,
3.812,362,
3.814,337,
3.816,310,
3.818,286,
3.82,265,
3.822,248,
3.824,232,
3.826,219,
3.828,208,
3.83,215,
3.832,248,
3.834,284,
3.836,314,
3.838,335,
3.84,353,
3.842,366,
3.844,372,
3.846,354,
3.848,328,
3.85,301,
3.852,279,
3.854,259,
3.856,243,
3.858,228,
3.86,215,
3.862,207,
3.864,224,
3.866,260,
3.868,295,
3.87,321,
3.872,341,
3.874,357,
3.876,371,
3.878,369,
3.88,346,
3.882,318,
3.884,293,
3.886,272,
3.888,253,
3.89,238,
3.892,224,
3.894,212,
3.896,210,
3.898,236,
3.9,273,
3.902,304,
3.904,328,
3.906,348,
3.908,362,
3.91,374,
3.912,363,
3.914,337,
3.916,310,
3.918,286,
3.92,265,
3.922,249,
3.924,233,
3.926,219,
3.928,208,
3.93,215,
3.932,248,
3.934,285,
3.936,314,
3.938,336,
3.94,353,
3.942,366,
3.944,373,
3.946,356,
3.948,328,
3.95,302,
3.952,279,
3.954,260,
3.956,243,
3.958,229,
3.96,216,
3.962,208,
3.964,225,
3.966,261,
3.968,296,
3.97,322,
3.972,342,
3.974,358,
3.976,371,
3.978,370,
3.98,348,
3.982,320,
3.984,294,
